vehicleNum,vehicleType,initSpeed
2067,VehicleC,1
2069,VehicleC,1
2071,VehicleC,1
2073,VehicleC,1
2075,VehicleC,1
2077,VehicleC,1
2079,VehicleC,1
2081,VehicleC,1
2083,VehicleC,1
2085,VehicleC,1
2087,VehicleC,1
2089,VehicleC,1
2091,VehicleC,1
2093,VehicleC,1
2095,VehicleC,1
2097,VehicleC,1
2099,VehicleC,1
2101,VehicleC,1
2103,VehicleC,1
2105,VehicleC,1
2107,VehicleC,1
2109,VehicleC,1
2111,VehicleC,1
2113,VehicleC,1
2115,VehicleC,1
2117,VehicleC,1
2119,VehicleC,1
2121,VehicleC,1
2123,VehicleC,1
2125,VehicleC,1
2127,VehicleC,1
2129,VehicleC,1
2131,VehicleC,1
2133,VehicleC,1
2135,VehicleC,1
2137,VehicleC,1
2139,VehicleC,1
2141,VehicleC,1
2143,VehicleC,1
2145,VehicleC,1
2147,VehicleC,1
2149,VehicleC,1
2151,VehicleC,1
2153,VehicleC,1
2155,VehicleC,1
2157,VehicleC,1
2159,VehicleC,1
2161,VehicleC,1
2163,VehicleC,1
2165,VehicleC,1
2167,VehicleC,1
2169,VehicleC,1
2171,VehicleC,1
2173,VehicleC,1
2175,VehicleC,1
2177,VehicleC,1
2179,VehicleC,1
2181,VehicleC,1
2183,VehicleC,1
2185,VehicleC,1
2187,VehicleC,1
2189,VehicleC,1
2191,VehicleC,1
2193,VehicleC,1
2195,VehicleC,1
2197,VehicleC,1
2199,VehicleC,1
2201,VehicleC,1
2203,VehicleC,1
2205,VehicleC,1
2207,VehicleC,1
2209,VehicleC,1
2211,VehicleC,1
2213,VehicleC,1
2215,VehicleC,1
2217,VehicleC,1
2219,VehicleC,1
2221,VehicleC,1
2223,VehicleC,1
2225,VehicleC,1
2227,VehicleC,1
2229,VehicleC,1
2231,VehicleC,1
2233,VehicleC,1
2235,VehicleC,1
2237,VehicleC,1
2239,VehicleC,1
2241,VehicleC,1
2243,VehicleC,1
2245,VehicleC,1
2247,VehicleC,1
2249,VehicleC,1
2251,VehicleC,1
2253,VehicleC,1
2255,VehicleC,1
2257,VehicleC,1
2259,VehicleC,1
2261,VehicleC,1
2263,VehicleC,1
2265,VehicleC,1
2267,VehicleC,1
2269,VehicleC,1
2271,VehicleC,1
2273,VehicleC,1
2275,VehicleC,1
2277,VehicleC,1
2279,VehicleC,1
2281,VehicleC,1
2283,VehicleC,1
2285,VehicleC,1
2287,VehicleC,1
2289,VehicleC,1
2291,VehicleC,1
2293,VehicleC,1
2295,VehicleC,1
2297,VehicleC,1
2299,VehicleC,1
2301,VehicleC,1
2303,VehicleC,1
2305,VehicleC,1
2307,VehicleC,1
2309,VehicleC,1
2311,VehicleC,1
2313,VehicleC,1
2315,VehicleC,1
2317,VehicleC,1
2319,VehicleC,1
2321,VehicleC,1
2323,VehicleC,1
2325,VehicleC,1
2327,VehicleC,1
2329,VehicleC,1
2331,VehicleC,1
2333,VehicleC,1
2335,VehicleC,1
2337,VehicleC,1
2339,VehicleC,1
2341,VehicleC,1
2343,VehicleC,1
2345,VehicleC,1
2347,VehicleC,1
2349,VehicleC,1
2351,VehicleC,1
2353,VehicleC,1
2355,VehicleC,1
2357,VehicleC,1
2359,VehicleC,1
2361,VehicleC,1
2363,VehicleC,1
2365,VehicleC,1
2367,VehicleC,1
2369,VehicleC,1
2371,VehicleC,1
2373,VehicleC,1
2375,VehicleC,1
2377,VehicleC,1
2379,VehicleC,1
2381,VehicleC,1
2383,VehicleC,1
2385,VehicleC,1
2387,VehicleC,1
2389,VehicleC,1
2391,VehicleC,1
2393,VehicleC,1
2395,VehicleC,1
2397,VehicleC,1
2399,VehicleC,1
2401,VehicleC,1
2403,VehicleC,1
2405,VehicleC,1
2407,VehicleC,1
2409,VehicleC,1
2411,VehicleC,1
2413,VehicleC,1
2415,VehicleC,1
2417,VehicleC,1
2419,VehicleC,1
2421,VehicleC,1
2423,VehicleC,1
2425,VehicleC,1
2427,VehicleC,1
2429,VehicleC,1
2431,VehicleC,1
2433,VehicleC,1
2435,VehicleC,1
2437,VehicleC,1
2439,VehicleC,1
2441,VehicleC,1
2443,VehicleC,1
2445,VehicleC,1
2447,VehicleC,1
2449,VehicleC,1
2451,VehicleC,1
2453,VehicleC,1
2455,VehicleC,1
2457,VehicleC,1
2459,VehicleC,1
2461,VehicleC,1
2463,VehicleC,1
2465,VehicleC,1
2467,VehicleC,1
2469,VehicleC,1
2471,VehicleC,1
2473,VehicleC,1
2475,VehicleC,1
2477,VehicleC,1
2479,VehicleC,1
2481,VehicleC,1
2483,VehicleC,1
2485,VehicleC,1
2487,VehicleC,1
2489,VehicleC,1
2491,VehicleC,1
2493,VehicleC,1
2495,VehicleC,1
2497,VehicleC,1
2499,VehicleC,1
2501,VehicleC,1
2503,VehicleC,1
2505,VehicleC,1
2507,VehicleC,1
2509,VehicleC,1
2511,VehicleC,1
2513,VehicleC,1
2515,VehicleC,1
2517,VehicleC,1
2519,VehicleC,1
2521,VehicleC,1
2523,VehicleC,1
2525,VehicleC,1
2527,VehicleC,1
2529,VehicleC,1
2531,VehicleC,1
2533,VehicleC,1
2535,VehicleC,1
2537,VehicleC,1
2539,VehicleC,1
2541,VehicleC,1
2543,VehicleC,1
2545,VehicleC,1
2547,VehicleC,1
2549,VehicleC,1
2551,VehicleC,1
2553,VehicleC,1
2555,VehicleC,1
2557,VehicleC,1
2559,VehicleC,1
2561,VehicleC,1
2563,VehicleC,1
2565,VehicleC,1
2567,VehicleC,1
2569,VehicleC,1
2571,VehicleC,1
2573,VehicleC,1
2575,VehicleC,1
2577,VehicleC,1
2579,VehicleC,1
2581,VehicleC,1
2583,VehicleC,1
2585,VehicleC,1
2587,VehicleC,1
2589,VehicleC,1
2591,VehicleC,1
2593,VehicleC,1
2595,VehicleC,1
2597,VehicleC,1
2599,VehicleC,1
2601,VehicleC,1
2603,VehicleC,1
2605,VehicleC,1
2607,VehicleC,1
2609,VehicleC,1
2611,VehicleC,1
2613,VehicleC,1
2615,VehicleC,1
2617,VehicleC,1
2619,VehicleC,1
2621,VehicleC,1
2623,VehicleC,1
2625,VehicleC,1
2627,VehicleC,1
2629,VehicleC,1
2631,VehicleC,1
2633,VehicleC,1
2635,VehicleC,1
2637,VehicleC,1
2639,VehicleC,1
2641,VehicleC,1
2643,VehicleC,1
2645,VehicleC,1
2647,VehicleC,1
2649,VehicleC,1
2651,VehicleC,1
2653,VehicleC,1
2655,VehicleC,1
2657,VehicleC,1
2659,VehicleC,1
2661,VehicleC,1
2663,VehicleC,1
2665,VehicleC,1
2667,VehicleC,1
2669,VehicleC,1
2671,VehicleC,1
2673,VehicleC,1
2675,VehicleC,1
2677,VehicleC,1
2679,VehicleC,1
2681,VehicleC,1
2683,VehicleC,1
2685,VehicleC,1
2687,VehicleC,1
2689,VehicleC,1
2691,VehicleC,1
2693,VehicleC,1
2695,VehicleC,1
2697,VehicleC,1
2699,VehicleC,1
2701,VehicleC,1
2703,VehicleC,1
2705,VehicleC,1
2707,VehicleC,1
2709,VehicleC,1
2711,VehicleC,1
2713,VehicleC,1
2715,VehicleC,1
2717,VehicleC,1
2719,VehicleC,1
2721,VehicleC,1
2723,VehicleC,1
2725,VehicleC,1
2727,VehicleC,1
2729,VehicleC,1
2731,VehicleC,1
2733,VehicleC,1
2735,VehicleC,1
2737,VehicleC,1
2739,VehicleC,1
2741,VehicleC,1
2743,VehicleC,1
2745,VehicleC,1
2747,VehicleC,1
2749,VehicleC,1
2751,VehicleC,1
2753,VehicleC,1
2755,VehicleC,1
2757,VehicleC,1
2759,VehicleC,1
2761,VehicleC,1
2763,VehicleC,1
2765,VehicleC,1
2767,VehicleC,1
2769,VehicleC,1
2771,VehicleC,1
2773,VehicleC,1
2775,VehicleC,1
2777,VehicleC,1
2779,VehicleC,1
2781,VehicleC,1
2783,VehicleC,1
2785,VehicleC,1
2787,VehicleC,1
2789,VehicleC,1
2791,VehicleC,1
2793,VehicleC,1
2795,VehicleC,1
2797,VehicleC,1
2799,VehicleC,1
2801,VehicleC,1
2803,VehicleC,1
2805,VehicleC,1
2807,VehicleC,1
2809,VehicleC,1
2811,VehicleC,1
2813,VehicleC,1
2815,VehicleC,1
2817,VehicleC,1
2819,VehicleC,1
2821,VehicleC,1
2823,VehicleC,1
2825,VehicleC,1
2827,VehicleC,1
2829,VehicleC,1
2831,VehicleC,1
2833,VehicleC,1
2835,VehicleC,1
2837,VehicleC,1
2839,VehicleC,1
2841,VehicleC,1
2843,VehicleC,1
2845,VehicleC,1
2847,VehicleC,1
2849,VehicleC,1
2851,VehicleC,1
2853,VehicleC,1
2855,VehicleC,1
2857,VehicleC,1
2859,VehicleC,1
2861,VehicleC,1
2863,VehicleC,1
2865,VehicleC,1
2867,VehicleC,1
2869,VehicleC,1
2871,VehicleC,1
2873,VehicleC,1
2875,VehicleC,1
2877,VehicleC,1
2879,VehicleC,1
2881,VehicleC,1
2883,VehicleC,1
2885,VehicleC,1
2887,VehicleC,1
2889,VehicleC,1
2891,VehicleC,1
2893,VehicleC,1
2895,VehicleC,1
2897,VehicleC,1
2899,VehicleC,1
2901,VehicleC,1
2903,VehicleC,1
2905,VehicleC,1
2907,VehicleC,1
2909,VehicleC,1
2911,VehicleC,1
2913,VehicleC,1
2915,VehicleC,1
2917,VehicleC,1
2919,VehicleC,1
2921,VehicleC,1
2923,VehicleC,1
2925,VehicleC,1
2927,VehicleC,1
2929,VehicleC,1
2931,VehicleC,1
2933,VehicleC,1
2935,VehicleC,1
2937,VehicleC,1
2939,VehicleC,1
2941,VehicleC,1
2943,VehicleC,1
2945,VehicleC,1
2947,VehicleC,1
2949,VehicleC,1
2951,VehicleC,1
2953,VehicleC,1
2955,VehicleC,1
2957,VehicleC,1
2959,VehicleC,1
2961,VehicleC,1
2963,VehicleC,1
2965,VehicleC,1
2967,VehicleC,1
2969,VehicleC,1
2971,VehicleC,1
2973,VehicleC,1
2975,VehicleC,1
2977,VehicleC,1
2979,VehicleC,1
2981,VehicleC,1
2983,VehicleC,1
2985,VehicleC,1
2987,VehicleC,1
2989,VehicleC,1
2991,VehicleC,1
2993,VehicleC,1
2995,VehicleC,1
2997,VehicleC,1
2999,VehicleC,1
3001,VehicleC,1
3003,VehicleC,1
3005,VehicleC,1
3007,VehicleC,1
3009,VehicleC,1
3011,VehicleC,1
3013,VehicleC,1
3015,VehicleC,1
3017,VehicleC,1
3019,VehicleC,1
3021,VehicleC,1
3023,VehicleC,1
3025,VehicleC,1
3027,VehicleC,1
3029,VehicleC,1
3031,VehicleC,1
3033,VehicleC,1
3035,VehicleC,1
3037,VehicleC,1
3039,VehicleC,1
3041,VehicleC,1
3043,VehicleC,1
3045,VehicleC,1
3047,VehicleC,1
3049,VehicleC,1
3051,VehicleC,1
3053,VehicleC,1
3055,VehicleC,1
3057,VehicleC,1
3059,VehicleC,1
3061,VehicleC,1
3063,VehicleC,1
3065,VehicleC,1
3067,VehicleC,1
3069,VehicleC,1
3071,VehicleC,1
3073,VehicleC,1
3075,VehicleC,1
3077,VehicleC,1
3079,VehicleC,1
3081,VehicleC,1
3083,VehicleC,1
3085,VehicleC,1
3087,VehicleC,1
3089,VehicleC,1
3091,VehicleC,1
3093,VehicleC,1
3095,VehicleC,1
3097,VehicleC,1
3099,VehicleC,1
3101,VehicleC,1
3103,VehicleC,1
3105,VehicleC,1
3107,VehicleC,1
3109,VehicleC,1
3111,VehicleC,1
3113,VehicleC,1
3115,VehicleC,1
3117,VehicleC,1
3119,VehicleC,1
3121,VehicleC,1
3123,VehicleC,1
3125,VehicleC,1
3127,VehicleC,1
3129,VehicleC,1
3131,VehicleC,1
3133,VehicleC,1
3135,VehicleC,1
3137,VehicleC,1
3139,VehicleC,1
3141,VehicleC,1
3143,VehicleC,1
3145,VehicleC,1
3147,VehicleC,1
3149,VehicleC,1
3151,VehicleC,1
3153,VehicleC,1
3155,VehicleC,1
3157,VehicleC,1
3159,VehicleC,1
3161,VehicleC,1
3163,VehicleC,1
3165,VehicleC,1
3167,VehicleC,1
3169,VehicleC,1
3171,VehicleC,1
3173,VehicleC,1
3175,VehicleC,1
3177,VehicleC,1
3179,VehicleC,1
3181,VehicleC,1
3183,VehicleC,1
3185,VehicleC,1
3187,VehicleC,1
3189,VehicleC,1
3191,VehicleC,1
3193,VehicleC,1
3195,VehicleC,1
3197,VehicleC,1
3199,VehicleC,1
3201,VehicleC,1
3203,VehicleC,1
3205,VehicleC,1
3207,VehicleC,1
3209,VehicleC,1
3211,VehicleC,1
3213,VehicleC,1
3215,VehicleC,1
3217,VehicleC,1
3219,VehicleC,1
3221,VehicleC,1
3223,VehicleC,1
3225,VehicleC,1
3227,VehicleC,1
3229,VehicleC,1
3231,VehicleC,1
3233,VehicleC,1
3235,VehicleC,1
3237,VehicleC,1
3239,VehicleC,1
3241,VehicleC,1
3243,VehicleC,1
3245,VehicleC,1
3247,VehicleC,1
3249,VehicleC,1
3251,VehicleC,1
3253,VehicleC,1
3255,VehicleC,1
3257,VehicleC,1
3259,VehicleC,1
3261,VehicleC,1
3263,VehicleC,1
3265,VehicleC,1
3267,VehicleC,1
3269,VehicleC,1
3271,VehicleC,1
3273,VehicleC,1
3275,VehicleC,1
3277,VehicleC,1
3279,VehicleC,1
3281,VehicleC,1
3283,VehicleC,1
3285,VehicleC,1
3287,VehicleC,1
3289,VehicleC,1
3291,VehicleC,1
3293,VehicleC,1
3295,VehicleC,1
3297,VehicleC,1
3299,VehicleC,1
3301,VehicleC,1
3303,VehicleC,1
3305,VehicleC,1
3307,VehicleC,1
3309,VehicleC,1
3311,VehicleC,1
3313,VehicleC,1
3315,VehicleC,1
3317,VehicleC,1
3319,VehicleC,1
3321,VehicleC,1
3323,VehicleC,1
3325,VehicleC,1
3327,VehicleC,1
3329,VehicleC,1
3331,VehicleC,1
3333,VehicleC,1
3335,VehicleC,1
3337,VehicleC,1
3339,VehicleC,1
3341,VehicleC,1
3343,VehicleC,1
3345,VehicleC,1
3347,VehicleC,1
3349,VehicleC,1
3351,VehicleC,1
3353,VehicleC,1
3355,VehicleC,1
3357,VehicleC,1
3359,VehicleC,1
3361,VehicleC,1
3363,VehicleC,1
3365,VehicleC,1
3367,VehicleC,1
3369,VehicleC,1
3371,VehicleC,1
3373,VehicleC,1
3375,VehicleC,1
3377,VehicleC,1
3379,VehicleC,1
3381,VehicleC,1
3383,VehicleC,1
3385,VehicleC,1
3387,VehicleC,1
3389,VehicleC,1
3391,VehicleC,1
3393,VehicleC,1
3395,VehicleC,1
3397,VehicleC,1
3399,VehicleC,1
3401,VehicleC,1
3403,VehicleC,1
3405,VehicleC,1
3407,VehicleC,1
3409,VehicleC,1
3411,VehicleC,1
3413,VehicleC,1
3415,VehicleC,1
3417,VehicleC,1
3419,VehicleC,1
3421,VehicleC,1
3423,VehicleC,1
3425,VehicleC,1
3427,VehicleC,1
3429,VehicleC,1
3431,VehicleC,1
3433,VehicleC,1
3435,VehicleC,1
3437,VehicleC,1
3439,VehicleC,1
3441,VehicleC,1
3443,VehicleC,1
3445,VehicleC,1
3447,VehicleC,1
3449,VehicleC,1
3451,VehicleC,1
3453,VehicleC,1
3455,VehicleC,1
3457,VehicleC,1
3459,VehicleC,1
3461,VehicleC,1
3463,VehicleC,1
3465,VehicleC,1
3467,VehicleC,1
3469,VehicleC,1
3471,VehicleC,1
3473,VehicleC,1
3475,VehicleC,1
3477,VehicleC,1
3479,VehicleC,1
3481,VehicleC,1
3483,VehicleC,1
3485,VehicleC,1
3487,VehicleC,1
3489,VehicleC,1
3491,VehicleC,1
3493,VehicleC,1
3495,VehicleC,1
3497,VehicleC,1
3499,VehicleC,1
3501,VehicleC,1
3503,VehicleC,1
3505,VehicleC,1
3507,VehicleC,1
3509,VehicleC,1
3511,VehicleC,1
3513,VehicleC,1
3515,VehicleC,1
3517,VehicleC,1
3519,VehicleC,1
3521,VehicleC,1
3523,VehicleC,1
3525,VehicleC,1
3527,VehicleC,1
3529,VehicleC,1
3531,VehicleC,1
3533,VehicleC,1
3535,VehicleC,1
3537,VehicleC,1
3539,VehicleC,1
3541,VehicleC,1
3543,VehicleC,1
3545,VehicleC,1
3547,VehicleC,1
3549,VehicleC,1
3551,VehicleC,1
3553,VehicleC,1
3555,VehicleC,1
3557,VehicleC,1
3559,VehicleC,1
3561,VehicleC,1
3563,VehicleC,1
3565,VehicleC,1
3567,VehicleC,1
3569,VehicleC,1
3571,VehicleC,1
3573,VehicleC,1
3575,VehicleC,1
3577,VehicleC,1
3579,VehicleC,1
3581,VehicleC,1
3583,VehicleC,1
3585,VehicleC,1
3587,VehicleC,1
3589,VehicleC,1
3591,VehicleC,1
3593,VehicleC,1
3595,VehicleC,1
3597,VehicleC,1
3599,VehicleC,1
3601,VehicleC,1
3603,VehicleC,1
3605,VehicleC,1
3607,VehicleC,1
3609,VehicleC,1
3611,VehicleC,1
3613,VehicleC,1
3615,VehicleC,1
3617,VehicleC,1
3619,VehicleC,1
3621,VehicleC,1
3623,VehicleC,1
3625,VehicleC,1
3627,VehicleC,1
3629,VehicleC,1
3631,VehicleC,1
3633,VehicleC,1
3635,VehicleC,1
3637,VehicleC,1
3639,VehicleC,1
3641,VehicleC,1
3643,VehicleC,1
3645,VehicleC,1
3647,VehicleC,1
3649,VehicleC,1
3651,VehicleC,1
3653,VehicleC,1
3655,VehicleC,1
3657,VehicleC,1
3659,VehicleC,1
3661,VehicleC,1
3663,VehicleC,1
3665,VehicleC,1
3667,VehicleC,1
3669,VehicleC,1
3671,VehicleC,1
3673,VehicleC,1
3675,VehicleC,1
3677,VehicleC,1
3679,VehicleC,1
3681,VehicleC,1
3683,VehicleC,1
3685,VehicleC,1
3687,VehicleC,1
3689,VehicleC,1
3691,VehicleC,1
3693,VehicleC,1
3695,VehicleC,1
3697,VehicleC,1
3699,VehicleC,1
3701,VehicleC,1
3703,VehicleC,1
3705,VehicleC,1
3707,VehicleC,1
3709,VehicleC,1
3711,VehicleC,1
3713,VehicleC,1
3715,VehicleC,1
3717,VehicleC,1
3719,VehicleC,1
3721,VehicleC,1
3723,VehicleC,1
3725,VehicleC,1
3727,VehicleC,1
3729,VehicleC,1
3731,VehicleC,1
3733,VehicleC,1
3735,VehicleC,1
3737,VehicleC,1
3739,VehicleC,1
3741,VehicleC,1
3743,VehicleC,1
3745,VehicleC,1
3747,VehicleC,1
3749,VehicleC,1
3751,VehicleC,1
3753,VehicleC,1
3755,VehicleC,1
3757,VehicleC,1
3759,VehicleC,1
3761,VehicleC,1
3763,VehicleC,1
3765,VehicleC,1
3767,VehicleC,1
3769,VehicleC,1
3771,VehicleC,1
3773,VehicleC,1
3775,VehicleC,1
3777,VehicleC,1
3779,VehicleC,1
3781,VehicleC,1
3783,VehicleC,1
3785,VehicleC,1
3787,VehicleC,1
3789,VehicleC,1
3791,VehicleC,1
3793,VehicleC,1
3795,VehicleC,1
3797,VehicleC,1
3799,VehicleC,1
3801,VehicleC,1
3803,VehicleC,1
3805,VehicleC,1
3807,VehicleC,1
3809,VehicleC,1
3811,VehicleC,1
3813,VehicleC,1
3815,VehicleC,1
3817,VehicleC,1
3819,VehicleC,1
3821,VehicleC,1
3823,VehicleC,1
3825,VehicleC,1
3827,VehicleC,1
3829,VehicleC,1
3831,VehicleC,1
3833,VehicleC,1
3835,VehicleC,1
3837,VehicleC,1
3839,VehicleC,1
3841,VehicleC,1
3843,VehicleC,1
3845,VehicleC,1
3847,VehicleC,1
3849,VehicleC,1
3851,VehicleC,1
3853,VehicleC,1
3855,VehicleC,1
3857,VehicleC,1
3859,VehicleC,1
3861,VehicleC,1
3863,VehicleC,1
3865,VehicleC,1
3867,VehicleC,1
3869,VehicleC,1
3871,VehicleC,1
3873,VehicleC,1
3875,VehicleC,1
3877,VehicleC,1
3879,VehicleC,1
3881,VehicleC,1
3883,VehicleC,1
3885,VehicleC,1
3887,VehicleC,1
3889,VehicleC,1
3891,VehicleC,1
3893,VehicleC,1
3895,VehicleC,1
3897,VehicleC,1
3899,VehicleC,1
3901,VehicleC,1
3903,VehicleC,1
3905,VehicleC,1
3907,VehicleC,1
3909,VehicleC,1
3911,VehicleC,1
3913,VehicleC,1
3915,VehicleC,1
3917,VehicleC,1
3919,VehicleC,1
3921,VehicleC,1
3923,VehicleC,1
3925,VehicleC,1
3927,VehicleC,1
3929,VehicleC,1
3931,VehicleC,1
3933,VehicleC,1
3935,VehicleC,1
3937,VehicleC,1
3939,VehicleC,1
3941,VehicleC,1
3943,VehicleC,1
3945,VehicleC,1
3947,VehicleC,1
3949,VehicleC,1
3951,VehicleC,1
3953,VehicleC,1
3955,VehicleC,1
3957,VehicleC,1
3959,VehicleC,1
3961,VehicleC,1
3963,VehicleC,1
3965,VehicleC,1
3967,VehicleC,1
3969,VehicleC,1
3971,VehicleC,1
3973,VehicleC,1
3975,VehicleC,1
3977,VehicleC,1
3979,VehicleC,1
3981,VehicleC,1
3983,VehicleC,1
3985,VehicleC,1
3987,VehicleC,1
3989,VehicleC,1
3991,VehicleC,1
3993,VehicleC,1
3995,VehicleC,1
3997,VehicleC,1
3999,VehicleC,1
4001,VehicleC,1
4003,VehicleC,1
4005,VehicleC,1
4007,VehicleC,1
4009,VehicleC,1
4011,VehicleC,1
4013,VehicleC,1
4015,VehicleC,1
4017,VehicleC,1
4019,VehicleC,1
4021,VehicleC,1
4023,VehicleC,1
4025,VehicleC,1
4027,VehicleC,1
4029,VehicleC,1
4031,VehicleC,1
4033,VehicleC,1
4035,VehicleC,1
4037,VehicleC,1
4039,VehicleC,1
4041,VehicleC,1
4043,VehicleC,1
4045,VehicleC,1
4047,VehicleC,1
4049,VehicleC,1
4051,VehicleC,1
4053,VehicleC,1
4055,VehicleC,1
4057,VehicleC,1
4059,VehicleC,1
4061,VehicleC,1
4063,VehicleC,1
4065,VehicleC,1
4067,VehicleC,1
4069,VehicleC,1
4071,VehicleC,1
4073,VehicleC,1
